Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),Isoprene (E/B),n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS)
3710,6255,1,203,7/22/09,0:46:00,0:46:48,203.032,203.033,40016.0319,40016.0325,34.81,-118.72,20566,,,,2009,,,,1.781,,,517,0.00001,531,239,77.4,16.5,4.129,3.6,,,50,205,23.4,22.6,,,10.05,9.43,89,25.01,0.064,2.01,559,8.93,0.101,0.73,0.18,,,,17.97,5.37,4.17,1.03,2.27,0.47,0.43,,423,11,36,43,6,4,6,,0.00001,,,3,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,,0.00001,0.00001,,0.00001,,3,0.00001,0.00001,,,,,,,,0.00001,0.00001,0.00001,4,9,10,0.00001,0.00001,151,,1447,,859,113
3723,8217,1,203,7/22/09,0:47:30,0:48:19,203.033,203.034,40016.033,40016.0336,34.76,-118.56,17728,,,,2009,,,,1.779,,,480,0.00001,530,238,75.6,16.7,4.024,3.4,,,46.6,197,22.4,21.1,,,10.2,9.28,89.1,26.84,0.052,2.04,514,9.2,0.176,0.7,0.18,,,,11.34,3.43,3.33,0.41,1.28,0.26,0.25,,415,10,34,55,0.00001,3,4,,0.00001,,,4,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,33,24,4,16,0.00001,0.00001,,,0.00001,0.00001,,0.00001,,4,0.00001,0.00001,,,,,,,,0.00001,0.00001,0.00001,0.00001,3,3,0.00001,0.00001,116,,1377,,1623,221
3708,7801,1,203,7/22/09,0:50:01,0:50:44,203.035,203.035,40016.0347,40016.0352,34.66,-118.31,14108,,,,2009,,,,1.781,,,489,0.00001,533,239,76.5,16.7,4.09,3.5,,,50.2,201,22.8,21.6,,,10.35,9.09,87.2,24.4,0.056,2.21,517,8.84,0.215,0.62,0.18,,,,9.77,3.52,3.96,0.52,1.74,0.25,0.335,,429,10,42,57,0.00001,0.00001,8,,0.00001,,,5,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,16,16,0.00001,8,0.00001,0.00001,,,0.00001,0.00001,,0.00001,,4,0.00001,0.00001,,,,,,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,65,,983,,959,121
3709,6271,1,203,7/22/09,0:51:31,0:52:13,203.036,203.036,40016.0358,40016.0363,34.63,-118.18,11795,,,,2009,,,,1.781,,,524,0.00001,530,238,76.3,16.6,4.071,3.5,,,52.6,210,23.7,23.1,,,10.65,9.08,88.4,30.26,0.056,2.47,566,9.9,0.19,0.69,0.2,,,,11.48,4.38,4.81,0.68,2.11,0.3,0.43,,473,9,44,72,3,8,7,,0.00001,,,5,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.00001,0.00001,0.00001,34,25,4,17,0.00001,0.00001,,,0.00001,0.00001,,3,,6,4,0.00001,,,,,,,,0.00001,4,0.00001,20,78,93,0.00001,0.00001,153,,1592,,1403,210
3724,8216,1,203,7/22/09,0:55:08,0:55:39,203.038,203.039,40016.0383,40016.0386,34.6,-117.93,5624,,,,2009,,,,1.802,,,493,0.00001,531,239,76.6,16.5,4.252,3.6,,,69.3,244,27.7,23.9,,,13.35,9.44,89.4,34.4,0.788,10.28,517,10.98,0.264,0.72,0.34,,,,12.01,6.93,13.26,1.74,10.16,1.5,2.835,,919,63,167,487,6,86,118,,0.00001,,,123,46,19,14,6,0.00001,0.00001,0.00001,10,6,123,55,12,28,7,23,,,20,4,,10,,22,36,4,,,,,,,,0.00001,0.00001,0.00001,3,4,0.00001,0.00001,0.00001,191,,2037,,1974,594
501,8099,2,204,7/23/09,18:52:00,18:52:19,204.786,204.786,40017.7861,40017.7863,35.12,-119.21,10451,,,,2009,,,,1.777,,,531,0.00001,537,240,76.1,16.5,4.11,3.5,,,51.5,206,23,22.4,,,9.15,9.02,89.5,18.54,0.108,1.64,551,9.22,0.06,0.59,0.14,,,,7.84,3.14,2.83,0.33,1.03,0.08,0.12,,481,10,19,34,0.00001,5,5,,0.00001,,,0.00001,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.00001,0.00001,0.00001,19,0.00001,16,26,0.00001,0.00001,,,4,0.00001,,0.00001,,7,0.00001,0.00001,,,,,,,,4,5,0.00001,40,140,176,0.00001,0.00001,134,,1042,,541,181
516,6070,2,204,7/23/09,18:56:00,18:57:00,204.789,204.79,40017.7889,40017.7896,35.18,-119.61,10486,,,,2009,,,,1.77,,,524,0.00001,546,247,77.6,16.9,4.31,3.5,,,52.2,204,23.2,22.6,,,9.6,9.14,90.9,21.84,0.084,1.84,542,9.76,0.063,0.61,0.12,,,,7.03,3.08,2.93,0.46,1.21,0.1,0.195,,470,15,22,34,5,0.00001,0.00001,,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,4,0.00001,20,0.00001,11,33,0.00001,0.00001,,,5,0.00001,,0.00001,,6,8,0.00001,,,,,,,,0.00001,0.00001,0.00001,0.00001,9,4,0.00001,0.00001,263,,1257,,1153,491
517,5173,2,204,7/23/09,19:00:00,19:00:36,204.792,204.792,40017.7917,40017.7921,35.62,-119.67,10905,,,,2009,,,,1.775,,,540,0.00001,534,243,77.4,17,4.167,3.2,,,52,209,23.6,21.9,,,9.3,9.06,89.7,24.03,0.096,1.66,553,9.42,0.062,0.61,0.14,,,,7.23,3.17,2.91,0.41,1.1,0.08,0.095,,486,13,23,31,5,0.00001,3,,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,15,0.00001,9,23,0.00001,0.00001,,,0.00001,0.00001,,5,,4,0.00001,0.00001,,,,,,,,3,4,0.00001,21,74,94,0.00001,0.00001,117,,1013,,587,208
502,8101,2,204,7/23/09,19:05:00,19:05:40,204.795,204.796,40017.7951,40017.7956,35.98,-119.94,10920,,,,2009,,,,1.773,,,525,0.00001,539,245,77.2,17.1,4.319,3.6,,,48.8,205,23.1,21.9,,,9.6,9.05,90.8,22.08,0.108,1.63,531,8.78,0.068,0.61,0.14,,,,7.68,3.02,3.01,0.34,1.23,0.09,0.05,,517,7,29,45,0.00001,0.00001,0.00001,,0.00001,,,0.00001,0.00001,15,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,6,0.00001,14,26,0.00001,0.00001,,,0.00001,0.00001,,0.00001,,5,0.00001,0.00001,,,,,,,,0.00001,0.00001,0.00001,4,16,18,0.00001,0.00001,119,,1042,,782,167
515,6325,2,204,7/23/09,19:17:00,19:17:45,204.803,204.804,40017.8035,40017.804,36.62,-119.41,1512,,,,2009,,,,2.114,,,496,18,534,246,77.3,16.8,4.595,3.6,,,126.1,339,26.1,31.9,,,37.5,10.14,97.3,53.8,1.016,18.02,527,75.6,1.209,0.83,0.54,,,,21.53,16.96,37.81,5.3,21.8,3.07,6.505,,1711,362,583,2527,40,229,296,,6,,,471,170,22,70,31,13,,,57,33,144,66,51,90,16,30,,,75,17,,39,,94,186,29,,,,,,,,7,0.00001,5,35,90,23,0.00001,0.00001,1113,,4025,,9617,11889
518,5024,2,204,7/23/09,19:18:07,19:18:43,204.804,204.805,40017.8042,40017.8047,36.63,-119.32,1196,,,,2009,,,,2.399,,,511,21,537,250,77.3,16.9,4.929,3.5,,,131.6,335,26.5,32.7,,,37.65,10.14,97.2,47.46,0.708,12.09,544,31.38,1.269,0.79,0.56,,,,20.62,18.59,36.91,5.19,20.44,3.09,6.405,,1777,233,408,1704,22,206,187,,4,,,356,130,25,57,18,8,,,40,23,136,45,32,49,7,15,,,49,10,,30,,73,124,23,,,,,,,,4,0.00001,5,21,48,21,0.00001,0.00001,1057,,3623,,6939,7322
503,8122,2,204,7/23/09,19:19:00,19:19:43,204.805,204.805,40017.8049,40017.8054,36.68,-119.32,1544,,,,2009,,,,2.446,,,557,24,550,252,78.4,17.1,5.224,3.7,,,137.2,332,26.8,33,,,36.6,10.22,99.3,49.29,0.704,12.03,552,58.17,1.213,0.75,0.54,,,,21.33,23.27,42.62,7.05,23.46,3.39,7.045,,1716,211,413,1949,19,215,184,,4,,,328,123,12,49,15,6,,,38,22,138,46,32,60,8,18,,,46,9,,31,,66,109,16,,,,,,,,5,0.00001,0.00001,15,24,13,0.00001,0.00001,1159,,3670,,7956,7169
514,6300,2,204,7/23/09,19:20:00,19:20:33,204.806,204.806,40017.8056,40017.8059,36.71,-119.4,1355,,,,2009,,,,2.155,,,506,8,548,248,77.9,16.8,5.033,3.7,,,117.7,318,27.3,32.3,,,35.25,10.02,96.3,42.82,0.72,11.21,540,38.64,1.149,0.77,0.54,,,,19.02,16.62,37.12,4.96,20.63,3.21,6.685,,1693,215,425,2122,19,156,223,,0.00001,,,353,125,22,48,18,6,,,43,22,134,44,31,62,8,19,,,51,11,,32,,71,118,18,,,,,,,,3,0.00001,0.00001,14,38,8,0.00001,0.00001,804,,3205,,6237,6228
519,5169,2,204,7/23/09,19:21:00,19:21:30,204.806,204.807,40017.8063,40017.8066,36.73,-119.46,1385,,,,2009,,,,2.093,,,511,8,545,252,78.4,17,4.748,3.9,,,120.3,328,27.2,34.6,,,33.75,10.2,98.6,46.73,0.808,11.74,528,27.35,1.159,0.78,0.5,,,,20.6,16.47,35.63,4.87,21.13,3.16,6.665,,1642,211,434,1883,19,163,267,,0.00001,,,345,122,293,42,19,4,,,40,20,89,43,30,53,8,20,,,50,11,,28,,77,137,20,,,,,,,,4,0.00001,3,19,46,15,0.00001,5,923,,3657,,8072,7080
504,8121,2,204,7/23/09,19:22:00,19:22:24,204.807,204.807,40017.8069,40017.8072,36.8,-119.49,1549,,,,2009,,,,2.13,,,513,9,539,247,77,16.6,4.767,3.6,,,115.7,324,26.3,33.2,,,33.3,10.25,99.5,44.65,0.692,12.28,531,31.62,1.042,0.76,0.5,,,,19.63,19.45,38.45,5.79,21.76,3.22,6.835,,1695,204,392,1813,18,158,222,,4,,,328,121,15,43,20,3,,,36,20,142,41,61,79,9,16,,,51,9,,28,,72,118,15,,,,,,,,4,0.00001,0.00001,17,34,12,0.00001,10,1209,,4080,,8306,6224
513,6391,2,204,7/23/09,19:23:00,19:23:37,204.808,204.808,40017.8076,40017.8081,36.85,-119.52,1540,,,,2009,,,,2.068,,,506,4,538,245,76.8,16.8,4.805,3.6,,,113.7,344,26.1,31.1,,,33.9,9.9,95.3,44.77,0.74,10.57,533,25.08,1.027,0.75,0.5,,,,19.39,15.32,31.47,4.24,18.32,3.03,6.395,,1458,196,399,1476,16,136,223,,0.00001,,,320,116,54,38,20,3,,,43,18,135,40,31,65,7,17,,,49,9,,26,,71,119,17,,,,,,,,0.00001,0.00001,0.00001,15,23,7,0.00001,6,870,,3434,,5566,4558
520,5003,2,204,7/23/09,19:24:00,19:24:40,204.808,204.809,40017.8083,40017.8088,36.9,-119.57,1531,,,,2009,,,,2.076,,,519,4,546,248,77.1,16.9,5.052,3.9,,,110.3,358,25.9,31.7,,,35.25,9.95,94.5,74.42,0.924,22.67,527,20.98,0.981,0.74,0.48,,,,18.06,15.12,31.22,4.27,17.9,3.02,6.275,,1391,216,418,1336,15,138,217,,0.00001,,,344,121,5,43,31,6,,,38,22,134,43,32,54,8,18,,,51,11,,26,,74,140,17,,,,,,,,0.00001,0.00001,0.00001,14,35,7,0.00001,5,737,,3653,,7209,4713
505,8102,2,204,7/23/09,19:25:00,19:25:42,204.809,204.81,40017.809,40017.8095,36.94,-119.63,1737,,,,2009,,,,1.998,,,513,3,540,246,77.2,16.8,4.329,3.6,,,82,271,25.2,28.6,,,24.75,9.8,96,37.7,0.444,8.33,515,15.2,0.778,0.72,0.32,,,,14.78,11.62,20.35,2.95,11,1.91,4.03,,975,118,217,929,14,103,114,,0.00001,,,173,62,196,23,22,0.00001,0.00001,0.00001,16,9,94,15,29,58,0.00001,8,,,26,4,,15,,43,57,6,,,,,,,,0.00001,0.00001,0.00001,8,14,7,0.00001,10,614,,2418,,5567,2925
512,6271,2,204,7/23/09,19:26:00,19:26:41,204.81,204.81,40017.8097,40017.8102,36.99,-119.69,1720,,,,2009,,,,1.952,,,505,2,548,247,77.7,17,4.452,3.8,,,73,254,25.3,28.6,,,23.1,9.53,93.4,34.04,0.372,6.51,512,14.63,0.746,0.75,0.32,,,,15.01,11.19,18.24,2.65,9.43,1.7,3.515,,897,122,199,648,15,70,87,,4,,,139,52,44,18,19,0.00001,0.00001,0.00001,20,7,79,12,14,40,0.00001,6,,,20,0.00001,,12,,38,49,9,,,,,,,,0.00001,0.00001,0.00001,5,16,8,0.00001,8,486,,2742,,4444,2005
521,5048,2,204,7/23/09,19:27:00,19:27:41,204.81,204.811,40017.8104,40017.8109,37.03,-119.74,1703,,,,2009,,,,1.904,,,494,5,546,247,77.2,17,4.129,3.7,,,65.6,235,24.6,26.6,,,19.8,9.49,93.1,29.52,0.328,4.86,510,11.82,0.609,0.74,0.46,,,,11.82,8,10.39,1.54,5.69,1,2.005,,686,69,138,319,18,32,48,,0.00001,,,76,30,12,8,13,0.00001,0.00001,0.00001,11,5,72,17,14,28,0.00001,7,,,6,0.00001,,9,,23,33,0.00001,,,,,,,,0.00001,0.00001,0.00001,5,14,6,0.00001,0.00001,404,,1917,,4093,1807
506,8125,2,204,7/23/09,19:28:04,19:28:50,204.811,204.812,40017.8112,40017.8117,37.05,-119.82,1565,,,,2009,,,,1.872,,,511,6,535,242,76.3,16.6,4.167,3.6,,,63.2,232,24,27,,,19.2,9.47,90.3,29.65,0.308,5.42,505,12.45,0.633,0.72,0.26,,,,12.29,9.27,12.08,1.95,6.53,1.07,2.1,,692,79,137,425,5,39,51,,0.00001,,,78,31,4,11,13,0.00001,0.00001,0.00001,11,4,61,0.00001,14,43,0.00001,10,,,10,0.00001,,8,,27,27,0.00001,,,,,,,,4,0.00001,0.00001,3,19,7,0.00001,0.00001,493,,1909,,4046,1512
511,6270,2,204,7/23/09,19:29:00,19:29:41,204.812,204.812,40017.8118,40017.8123,37.04,-119.89,1523,,,,2009,,,,1.866,,,498,6,532,245,76.9,16.8,4.167,3.6,,,62.9,236,24.3,27.7,,,19.95,9.54,91.6,30.99,0.328,5.48,509,11.32,0.691,0.76,0.28,,,,13.29,8.9,11.93,1.74,6.57,1.15,2.275,,740,89,142,372,12,37,53,,0.00001,,,88,33,30,10,12,0.00001,0.00001,0.00001,14,5,66,0.00001,9,40,0.00001,5,,,12,0.00001,,5,,24,24,0.00001,,,,,,,,0.00001,0.00001,0.00001,5,13,9,0.00001,5,332,,1817,,4622,1770
522,5123,2,204,7/23/09,19:30:00,19:30:40,204.813,204.813,40017.8125,40017.813,37.04,-119.97,1403,,,,2009,,,,1.854,,,502,3,534,247,77.1,16.9,4.271,3.5,,,68.8,240,24.2,27.3,,,21,9.49,94.7,29.65,0.352,5.91,509,13.66,0.684,0.75,0.3,,,,14.36,10.96,15.73,2.4,8.35,1.42,2.905,,843,98,166,534,16,56,69,,0.00001,,,110,41,32,14,17,0.00001,0.00001,0.00001,21,6,91,9,12,26,0.00001,5,,,12,0.00001,,10,,32,38,4,,,,,,,,0.00001,0.00001,0.00001,4,9,6,0.00001,5,384,,2439,,5003,1713
507,8104,2,204,7/23/09,19:31:00,19:31:42,204.813,204.814,40017.8132,40017.8137,37.03,-120.04,1410,,,,2009,,,,1.887,,,498,15,539,243,76.3,16.9,4.09,3.4,,,64.9,244,24.7,26.7,,,19.8,9.59,93.7,33.18,0.404,5.04,509,11.19,0.65,0.75,0.28,,,,11.9,8.41,10.72,1.61,6.07,0.89,1.935,,665,85,143,342,12,36,50,,0.00001,,,86,34,13,12,8,0.00001,0.00001,0.00001,10,5,68,8,20,44,0.00001,5,,,13,0.00001,,9,,26,39,4,,,,,,,,3,0.00001,0.00001,5,20,9,0.00001,13,239,,1757,,4290,2743
510,6407,2,204,7/23/09,19:32:00,19:32:40,204.814,204.814,40017.8139,40017.8144,37.04,-120.12,1415,,,,2009,,,,1.941,,,503,20,542,245,77.3,17,4.186,3.5,,,77.2,263,25.4,27.1,,,20.55,9.63,91.7,28.67,0.392,5.15,523,13.31,0.616,0.76,0.3,,,,12.82,8.97,11.46,1.84,6.55,1.06,2.21,,883,154,186,386,21,46,69,,0.00001,,,162,57,9,21,12,0.00001,0.00001,0.00001,22,12,70,20,14,42,4,9,,,23,4,,14,,33,57,9,,,,,,,,0.00001,0.00001,0.00001,14,31,19,0.00001,0.00001,275,,1396,,3576,2615
523,5119,2,204,7/23/09,19:33:00,19:33:43,204.815,204.815,40017.8146,40017.8151,37.04,-120.19,1347,,,,2009,,,,1.909,,,478,14,540,244,76.5,16.8,4.129,3.6,,,63.3,234,24,24.3,,,19.05,9.36,89.1,38.06,0.324,4.61,502,14.08,0.539,0.71,0.28,,,,11.36,7.84,9.71,1.46,5.21,0.85,1.75,,612,78,134,323,14,31,41,,0.00001,,,90,34,0.00001,12,8,0.00001,0.00001,0.00001,9,5,50,19,8,13,0.00001,5,,,14,0.00001,,5,,23,34,5,,,,,,,,0.00001,0.00001,0.00001,4,7,4,0.00001,0.00001,270,,1278,,3126,2190
508,8127,2,204,7/23/09,19:34:00,10:34:41,204.815,204.441,40017.8153,40017.4408,37.04,-120.26,1226,,,,2009,,,,1.989,,,480,27,539,245,76.7,17,4.148,3.5,,,69.4,249,24.8,27.7,,,22.35,9.76,93.1,27.82,0.408,5.19,503,15.65,0.903,0.77,0.34,,,,13.02,10.06,13.16,2.01,7.36,1.13,2.43,,813,104,178,474,19,39,58,,0.00001,,,111,44,15,19,10,0.00001,0.00001,0.00001,12,8,55,12,25,44,0.00001,8,,,18,0.00001,,12,,30,47,10,,,,,,,,0.00001,0.00001,0.00001,5,10,5,0.00001,0.00001,565,,1756,,4367,3770
509,6360,2,204,7/23/09,19:35:00,19:35:41,204.816,204.816,40017.816,40017.8164,37.04,-120.33,1200,,,,2009,,,,1.987,,,515,28,528,242,76.2,16.7,4.157,3.3,,,71.3,247,25.8,29,,,22.35,9.59,91.5,30.62,0.408,5.92,532,15.41,0.776,0.77,0.36,,,,13.36,9.52,12.46,1.92,7.01,1.12,2.285,,704,99,171,423,14,36,57,,0.00001,,,97,43,4,21,11,0.00001,0.00001,0.00001,14,7,58,12,11,42,0.00001,6,,,16,0.00001,,10,,30,41,7,,,,,,,,0.00001,3,0.00001,29,93,112,0.00001,0.00001,434,,1578,,3868,3100
524,5153,2,204,7/23/09,19:36:00,19:36:41,204.817,204.817,40017.8167,40017.8171,37.04,-120.4,1214,,,,2009,,,,1.987,,,478,36,554,248,77.7,17.1,4.205,3.5,,,71.9,247,24.4,28.9,,,24.15,9.8,93.9,29.89,0.508,5.26,508,20.79,0.773,0.81,0.4,,,,14.89,10.82,15.44,2.38,8.88,1.38,2.915,,743,126,206,613,15,47,68,,0.00001,,,123,58,4,27,11,0.00001,0.00001,0.00001,18,8,90,17,20,50,0.00001,8,,,22,0.00001,,14,,33,60,8,,,,,,,,0.00001,0.00001,0.00001,6,17,8,0.00001,0.00001,515,,2060,,4798,5079
1101,8105,2,204,7/23/09,19:38:00,19:38:41,204.818,204.819,40017.8181,40017.8185,37.04,-120.6,1014,,,,2009,,,,2.052,,,523,62,549,268,77.8,16.3,4.443,3.3,,,75.9,259,25.7,29.9,,,25.65,9.66,88.9,34.04,0.532,7.24,573,20.71,0.762,0.81,0.42,,,,15.36,11.09,14.19,2.1,8.19,1.37,2.84,,745,126,195,502,13,25,64,,0.00001,,,123,68,0.00001,17,15,5,,,14,10,86,20,20,30,9,7,,,21,4,,14,,35,55,14,,,,,,,,6,5,6,38,90,102,0.00001,0.00001,945,,1996,,4823,5670
1116,4027,2,204,7/23/09,19:39:00,19:39:39,204.819,204.819,40017.8188,40017.8192,37.04,-120.63,1009,,,,2009,,,,2.019,,,479,50,540,251,78,16.4,4.443,3.5,,,67.7,248,24.7,28.8,,,25.8,9.84,90.2,35.01,0.416,5.84,559,24.44,0.799,0.83,0.42,,,,15.8,10.58,13.41,2.01,7.89,1.01,2.165,,699,126,176,394,12,32,58,,0.00001,,,115,50,6,17,13,5,,,11,7,101,21,19,39,8,4,,,20,0.00001,,10,,30,47,6,,,,,,,,0.00001,0.00001,0.00001,6,11,6,0.00001,0.00001,1015,,2143,,6803,6650
1117,7050,2,204,7/23/09,19:40:00,19:40:40,204.819,204.82,40017.8194,40017.8199,37.04,-120.7,1004,,,,2009,,,,1.955,,,538,47,554,260,80.7,16.9,4.395,3.7,,,68,246,26.7,29.9,,,25.05,9.88,93,31.48,0.376,5.47,608,23.5,0.88,0.85,0.42,,,,15.71,10.14,12.5,1.92,6.99,0.92,1.765,,659,101,155,311,8,33,45,,0.00001,,,88,36,11,15,12,0.00001,0.00001,0.00001,10,6,133,17,19,30,9,6,,,17,0.00001,,10,,27,43,9,,,,,,,,4,4,0.00001,30,82,94,0.00001,0.00001,790,,2175,,7140,6139
1102,8106,2,204,7/23/09,19:41:00,19:41:41,204.82,204.821,40017.8201,40017.8206,37.04,-120.77,1107,,,,2009,,,,1.912,,,517,42,543,245,77.8,16.2,4.081,3.6,,,62.7,233,24.9,26.3,,,22.2,9.34,88.4,32.82,0.3,4.46,551,17.55,0.908,0.76,0.38,,,,12.39,8.1,10.1,1.51,5.42,0.71,1.395,,605,86,124,323,14,15,40,,4,,,78,28,29,11,8,0.00001,0.00001,0.00001,9,4,64,17,12,22,5,0.00001,,,11,0.00001,,10,,24,33,10,,,,,,,,0.00001,0.00001,0.00001,8,23,17,0.00001,0.00001,330,,1227,,3762,2499
1115,4061,2,204,7/23/09,19:42:00,19:42:38,204.821,204.821,40017.8208,40017.8213,37.07,-120.82,1109,,,,2009,,,,1.93,,,483,40,541,244,77.5,16.4,4.148,3.4,,,61,222,23.9,26.6,,,23.25,9.57,90.1,34.65,0.364,4.72,526,17.84,0.88,0.81,0.38,,,,14.2,9.15,11.13,1.68,6.06,0.74,1.55,,630,85,135,305,9,20,40,,0.00001,,,76,29,21,10,10,3,,,8,5,101,16,14,29,5,4,,,13,0.00001,,7,,24,33,7,,,,,,,,0.00001,0.00001,0.00001,5,12,5,0.00001,0.00001,765,,1843,,5172,3634
1118,7017,2,204,7/23/09,19:43:00,19:43:39,204.822,204.822,40017.8215,40017.822,37.13,-120.84,1043,,,,2009,,,,1.951,,,500,58,530,246,77.4,16.7,4.148,3.4,,,63.3,243,24.5,30.4,,,23.1,9.54,89.6,32.33,0.412,5.18,545,17.9,0.904,0.82,0.4,,,,14.82,9.51,11.23,1.71,6.2,0.82,1.695,,651,94,147,302,9,31,42,,0.00001,,,82,31,89,13,11,3,,,13,7,135,16,12,24,5,30,,,14,0.00001,,9,,26,38,5,,,,,,,,0.00001,0.00001,0.00001,7,16,13,0.00001,0.00001,851,,1910,,6797,5300
1103,8107,2,204,7/23/09,19:44:00,19:44:41,204.822,204.823,40017.8222,40017.8227,37.19,-120.86,1100,,,,2009,,,,1.999,,,494,56,543,271,77.2,16.5,4.129,3.3,,,70.1,243,25.1,32.7,,,23.55,9.68,89.7,32.94,0.628,8.53,565,19.73,0.837,0.82,0.4,,,,16.11,10.84,13.13,2.09,7.62,1.13,2.735,,736,119,172,390,13,43,57,,3,,,120,55,51,19,14,5,,,13,7,107,20,30,33,7,7,,,20,0.00001,,13,,30,51,10,,,,,,,,3,0.00001,0.00001,12,27,9,0.00001,0.00001,1008,,2152,,4885,5626
1114,4048,2,204,7/23/09,19:45:00,19:45:39,204.823,204.823,40017.8229,40017.8234,37.25,-120.84,1100,,,,2009,,,,2.046,,,476,84,547,253,77.8,16.7,4.262,3.5,,,82.7,256,24.3,33.7,,,25.5,9.88,90.5,35.38,1.372,9.43,506,15.03,0.82,0.81,0.4,,,,14.76,9.44,12.87,1.93,7.47,1.42,2.83,,778,171,221,601,34,70,95,,4,,,203,94,94,27,18,5,,,17,16,137,33,24,43,14,32,,,35,6,,19,,37,88,19,,,,,,,,7,6,4,21,50,10,0.00001,0.00001,1041,,2041,,5085,7168
1119,7020,2,204,7/23/09,19:46:00,19:46:40,204.824,204.824,40017.8236,40017.8241,37.29,-120.8,1107,,,,2009,,,,1.985,,,484,71,558,249,77.3,16.5,4.357,3.4,,,86.5,277,25.3,32.9,,,25.65,9.9,90.3,37.7,1.428,10.6,507,11.08,0.72,0.77,0.48,,,,14.56,8.27,11.91,1.67,7.02,1.5,3.04,,837,217,276,677,40,73,119,,5,,,276,135,53,51,19,8,,,23,24,105,48,28,39,19,14,,,42,8,,24,,45,121,20,,,,,,,,7,5,4,24,46,12,0.00001,0.00001,622,,1394,,4392,7147
1104,8108,2,204,7/23/09,19:47:00,19:47:40,204.824,204.825,40017.8243,40017.8248,37.33,-120.73,1119,,,,2009,,,,1.894,,,490,60,548,252,77.7,16.5,4.176,3.5,,,105.3,276,27,34.5,,,27,9.96,90.8,44.16,0.728,7.95,518,12.72,0.688,0.79,0.38,,,,15.12,8.94,13.12,1.96,7.58,1.42,2.92,,848,229,276,767,40,89,127,,6,,,254,107,39,44,17,7,,,24,20,120,41,30,41,15,12,,,40,8,,23,,48,111,19,,,,,,,,9,6,6,30,60,17,0.00001,4,575,,1568,,3973,4221
